time,time_forward,time_backward
220.74550599999998,77.961034,142.784472
152.990043,61.653251,91.33679199999999
147.580697,61.755483999999996,85.825213
147.36322099999998,61.326879,86.03634199999999
151.638862,61.474528,90.164334
155.80424699999998,61.436481,94.36776599999999
158.549014,61.463319999999996,97.085694
161.072642,61.590394999999994,99.482247
162.001997,61.704767999999994,100.29722899999999
162.47128399999997,61.601664,100.86961999999998
162.97546599999998,61.727931,101.247535
163.429867,61.733376,101.696491
163.75421599999999,61.906858,101.84735799999999
163.279348,61.907781,101.371567
162.212304,61.913062999999994,100.299241
161.21864699999998,61.898078999999996,99.320568
159.556445,61.788433,97.768012
157.850393,61.856970999999994,95.993422
156.782016,61.972732,94.80928399999999
156.388968,62.136491,94.252477
155.564779,61.962655,93.602124
155.106955,62.062383999999994,93.044571
154.539365,62.055985,92.48338
155.00336099999998,62.198857999999994,92.80450299999998
154.625934,62.037926,92.588008
154.521268,61.949168,92.57209999999999
154.439144,62.063694,92.37545
154.107138,62.110378999999995,91.996759
154.172209,62.156544999999994,92.015664
154.06985500000002,62.03031,92.039545
154.131955,62.090751999999995,92.041203
154.04598699999997,62.211546999999996,91.83443999999999
154.21207299999998,62.109491999999996,92.10258099999999
153.82378999999997,62.017145,91.80664499999999
153.665227,62.148077,91.51714999999999
153.923141,61.973223999999995,91.949917
153.572896,61.987649999999995,91.58524599999998
153.93903699999998,62.082333,91.856704
153.66510899999997,62.266648999999994,91.39845999999999
153.802335,62.184279999999994,91.618055
154.18054999999998,62.28263,91.89791999999998
154.152427,62.250403,91.902024
153.651069,62.171611999999996,91.479457
153.88520499999998,62.248951999999996,91.636253
153.299413,62.066651,91.232762
153.59788,62.124989,91.472891
153.56111099999998,62.077594999999995,91.483516
153.476355,62.132988999999995,91.343366
153.151615,62.074929,91.076686
153.218541,62.107653,91.11088799999999
153.086298,62.130002999999995,90.956295
153.27995099999998,62.063005999999994,91.216945
153.825288,62.280629,91.544659
153.370915,62.087948,91.282967
153.410996,62.263363,91.147633
153.230907,62.145714999999996,91.085192
152.795815,62.156729999999996,90.63908500000001
152.90805799999998,62.073015,90.835043
153.108289,62.220461,90.887828
153.368341,62.192220999999996,91.17611999999998
153.251705,62.138312,91.11339299999999
153.705583,62.273045999999994,91.432537
153.506894,62.248008999999996,91.25888499999999
153.53244899999999,62.202847,91.329602
153.72420999999997,62.168988999999996,91.55522099999999
153.43815,62.235524999999996,91.202625
152.912295,62.179519,90.732776
153.454909,62.252719,91.20219
154.656007,62.690044,91.965963
153.935611,62.414654,91.520957
154.307286,62.553976999999996,91.753309
154.265392,62.361134,91.90425799999998
154.380396,62.529438,91.85095799999999
154.024622,62.455999999999996,91.568622
154.074766,62.562269,91.512497
154.369927,62.399907999999996,91.970019
154.05299399999998,62.389759999999995,91.66323399999999
154.297088,62.528397,91.768691
154.023957,62.500401999999994,91.52355499999999
153.84808199999998,62.261911,91.586171
154.167136,62.376306,91.79083
154.324247,62.52279,91.801457
154.170521,62.400071,91.77045
154.003931,62.407973999999996,91.595957
154.59335499999997,62.664303,91.92905199999998
154.13163500000002,62.441086999999996,91.690548
154.15053799999998,62.401000999999994,91.749537
153.88830000000002,62.425062,91.463238
153.90082999999998,62.411953999999994,91.48887599999999
153.842332,62.405949,91.436383
153.659643,62.370785,91.28885799999999
153.78455099999996,62.324299999999994,91.46025099999999
154.279325,62.370813,91.908512
154.305431,62.481263999999996,91.82416699999999
153.84980199999998,62.442004999999995,91.40779699999999
154.43795599999999,62.405665,92.03229099999999
154.034043,62.413036,91.621007
153.74438399999997,62.368106999999995,91.37627699999999
154.324135,62.460252999999994,91.863882
154.13558999999998,62.376301,91.759289
